description,price_uninsured,price_insured
1-2-3 PASTE, 	14.35 , 	51.24 
"NAIL, FEM CANN RETRGRD-EX TI 12X160MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 12X180MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 12X200MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 12X220MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 12X240MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 12X260MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 12X280MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 13X160MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 13X180MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 13X200MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 13X220MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 13X240MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 13X260MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 13X280MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 14X160MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 14X180MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 14X200MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 14X220MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 14X240MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 14X260MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 14X280MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 15X160MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 15X180MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 15X200MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 15X220MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 15X240MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 15X260MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 15X280MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN RETRGRD-EX TI 9X160MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 9X180MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 9X200MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 9X220MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 9X240MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 9X260MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN RETRGRD-EX TI 9X280MM ST"," 	1,564.97 "," 	5,589.19 "
"NAIL, FEM CANN TI GRN 10X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X320MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X320MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X340MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X360MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X360MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X440MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X460MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 10X480MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 11X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 11X320MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 11X340MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 11X360MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 11X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 11X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 11X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 11X440MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 11X460MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 11X480MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X320MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X340MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X360MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X400MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X440MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X440MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X460MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X460MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 12X480MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 13X380MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 13X400MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 13X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 14X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 14X400MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 14X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 14X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 14X440MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 15X360MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 15X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CANN TI GRN 15X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM CARBOFIX RETROGRADE 10X380MM"," 	2,176.31 "," 	7,772.52 "
"NAIL, FEM DELTA 10X32MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 10X34MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 10X36MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 10X38MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 10X40MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 10X42MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 10X46MM"," 	1,647.54 "," 	5,884.08 "
"NAIL, FEM DELTA 10X48MM"," 	1,647.54 "," 	5,884.08 "
"NAIL, FEM DELTA 11X32MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 11X34MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 11X36MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 11X38MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 11X40MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 11X42MM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM DELTA 11X46MM"," 	1,647.54 "," 	5,884.08 "
"NAIL, FEM DELTA 11X48MM"," 	1,647.54 "," 	5,884.08 "
"NAIL, FEM DISTAL CANN TI 10X160MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X200MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X240MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X280MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X320MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X340MM"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X340MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X360MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 10X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X160MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X200MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X220MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X240MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X280MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X320MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X340MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X360MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 11X480MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X160MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X200MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X240MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X280MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X320MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X340MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X360MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 12X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X160MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X180MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X200MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X240MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X280MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X300MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X320MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X340MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X360MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X380MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X400MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM DISTAL CANN TI 13X420MM ST"," 	1,488.11 "," 	5,314.68 "
"NAIL, FEM FAN TRIGEN GREY 8.5MMX30CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GREY 8.5MMX36CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GREY 8.5MMX38CM"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 11.5MMX30CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 11.5MMX34CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 11.5MMX36CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 11.5MMX40CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 11.5MMX42CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 11.5MMX44CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 13MMX34CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 13MMX38CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 13MMX40CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 13MMX42CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN GRN 13MMX44CM L"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN PRPL 10MMX42CM R"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN PRPL 11.5MMX42CM R"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN PRPL 13MMX36CM R"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN PRPL 13MMX37CM R"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN PRPL 13MMX40CM R"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FAN TRIGEN PRPL 13MMX42CM R"," 	1,489.60 "," 	5,320.00 "
"NAIL, FEM FASSIER-DUVAL LONG 3.2X202MM"," 	3,202.64 "," 	11,438.00 "
"NAIL, FEM FUSION ANTEGRADE 11.5MMX60CM L"," 	6,531.90 "," 	23,328.20 "
"NAIL, FEM FUSION ANTEGRADE 11.5MMX65CM R"," 	6,531.90 "," 	23,328.20 "
"NAIL, FEM FUSION ANTEGRADE 11.5MMX70CM L"," 	6,531.90 "," 	23,328.20 "
"NAIL, FEM FUSION ANTEGRADE 11.5MMX70CM R"," 	6,531.90 "," 	23,328.20 "
"NAIL, FEM FUSION ANTEGRADE 11.5MMX70CM R"," 	6,531.90 "," 	23,328.20 "
"NAIL, FEM IM M/DN 12MMX34CM"," 	1,452.36 "," 	5,187.00 "
"NAIL, FEM IM M/DN 12MMX36CM"," 	1,452.36 "," 	5,187.00 "
"NAIL, FEM IM M/DN 13MMX38CM"," 	1,452.36 "," 	5,187.00 "
"NAIL, FEM IM M/DN 14MMX32CM"," 	1,452.36 "," 	5,187.00 "
"NAIL, FEM IM M/DN 14MMX34CM"," 	1,452.36 "," 	5,187.00 "
"NAIL, FEM IM M/DN 15MMX32CM"," 	1,452.36 "," 	5,187.00 "
"NAIL, FEM IM M/DN 16MMX44CM"," 	1,452.36 "," 	5,187.00 "
"NAIL, FEM IM PEDINAIL 7MMX30CM L"," 	3,453.49 "," 	12,333.89 "
"NAIL, FEM IM PEDINAIL 7MMX32CM XL R"," 	3,452.89 "," 	12,331.76 "
"NAIL, FEM INTERLOCKING 9MMX26CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X240 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X240 R ST"," 	1,887.49 "," 	6,741.03 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X260 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X260 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X280 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X280 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X300 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X300 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X320 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X320 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X340 L ST"," 	1,887.49 "," 	6,741.03 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X340 R ST"," 	1,887.49 "," 	6,741.03 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X360 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X360 R ST"," 	1,887.49 "," 	6,741.03 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X380 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X380 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X400 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 8.2X400 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM LAT ADOLESCENT TI 9X400 L ST"," 	1,887.49 "," 	6,741.03 "
"NAIL, FEM LOCK 12MMX32CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 12MMX34CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 12MMX36CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 12MMX38CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 12MMX40CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 12MMX42CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 12MMX44CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 12MMX46CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 12MMX48CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 12X50MM"," 	1,647.54 "," 	5,884.08 "
"NAIL, FEM LOCK 13MMX36CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 13MMX38CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 13MMX40CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 13MMX42CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 13MMX44CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 13MMX46CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 13MMX48CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 13X50MM"," 	1,647.54 "," 	5,884.08 "
"NAIL, FEM LOCK 14MMX36CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 14MMX38CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 14MMX40CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 14MMX42CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 14MMX44CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 14MMX46CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 14MMX48CM"," 	2,544.85 "," 	9,088.74 "
"NAIL, FEM LOCK 15MMX44CM"," 	2,118.27 "," 	7,565.25 "
"NAIL, FEM LOCK 15MMX46CM"," 	2,118.27 "," 	7,565.25 "
"NAIL, FEM LOCK 15MMX48CM"," 	2,118.27 "," 	7,565.25 "
"NAIL, FEM LOCK 16X42MM"," 	2,118.27 "," 	7,565.25 "
"NAIL, FEM LOCK 16X44MM"," 	2,118.27 "," 	7,565.25 "
"NAIL, FEM LOCK 16X46MM"," 	2,118.27 "," 	7,565.25 "
"NAIL, FEM LOCK 16X48MM"," 	2,118.27 "," 	7,565.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X240 L ST"," 	1,887.49 "," 	6,741.03 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X240 R ST"," 	1,887.49 "," 	6,741.03 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X260 L ST"," 	1,887.49 "," 	6,741.03 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X260 R ST"," 	1,887.49 "," 	6,741.03 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X280 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X280 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X300 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X300 R ST"," 	1,887.49 "," 	6,741.03 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X320 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X320 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X340 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X340 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X360 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X360 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X380 L ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X380 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM NAIL-EX ADOLE LAT 9X400 R ST"," 	1,759.59 "," 	6,284.25 "
"NAIL, FEM PED 6.5MMX36CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PIRIFORMIS FOSSA ANT 9.3MMX30C"," 	3,127.42 "," 	11,169.34 "
"NAIL, FEM PLN 5.5MMX30CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 5.5MMX32CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 5.5MMX34CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 5.5MMX36CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 5.5MMX38CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 5.5MMX40CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 5.5MMX42CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 6.5MMX28CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 6.5MMX30CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 6.5MMX32CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 6.5MMX34CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 6.5MMX38CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 6.5MMX40CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PLN 6.5MMX42CM"," 	1,519.24 "," 	5,425.87 "
"NAIL, FEM PRECICE ANTEGRD 10D 10.7X190MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE ANTEGRD 10D 10.7X215MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE ANTEGRD 10D 10.7X230MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE ANTEGRD 10D 10.7X245MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE ANTEGRD 10D 10.7X275MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE ANTEGRD 10D 10.7X335MM"," 	24,045.12 "," 	85,875.44 "
"NAIL, FEM PRECICE ANTEGRD 10D 12.5X275MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE ANTEGRD 10D 8.5X165MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE ANTEGRD 10D 8.5X170MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE ANTEGRD 10D 8.5X190MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE ANTEGRD 10D 8.5X215MM"," 	24,045.12 "," 	85,875.44 "
"NAIL, FEM PRECICE ANTEGRD 10D 8.5X230MM"," 	26,850.04 "," 	95,893.00 "
"NAIL, FEM PRECICE ANTEGRD 10D 8.5X245MM"," 	26,850.04 "," 	95,893.00 "
"NAIL, FEM PRECICE ANTEGRD 10D 8.5X305MM"," 	24,045.12 "," 	85,875.44 "
"NAIL, FEM PRECICE RETRO 10D 10.7X190MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE RETRO 10D 10.7X230MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE RETRO 10D 10.7X275MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECICE RETRO 10D 12.5X335MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM PRECISE RETRO STRT 10.7X275MM"," 	22,822.16 "," 	81,507.72 "
"NAIL, FEM RECON FRN GT TI 10X460MM ST L"," 	3,776.14 "," 	13,486.20 "
